addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
경기도 의정부시 가능동,15-28,31.0,A02,A0202,A02020700,3482667,12,20250318170121,http://tong.visitkorea.or.kr/cms/resource/68/3482668_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3482668_image3_1.jpg,Type3,127.0455151412,37.7533531645,6.0,20250318170732,25.0,,가금철교 문화공원,11685,41,150.0,VE,VE03,VE030400
경기도 양주시 장흥면 권율로 117,,31.0,A02,A0202,A02020600,129194,12,20060807090000,http://tong.visitkorea.or.kr/cms/resource/83/3559483_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3559483_image3_1.jpg,Type1,126.9491636401,37.7250130611,6.0,20251030173026,18.0,,가나아트파크,11520,41,630.0,VE,VE02,VE020100
경기도 고양시 덕양구 행주로15번길 16,,31.0,A05,A0502,A05020100,2894914,39,20221103152309,http://tong.visitkorea.or.kr/cms/resource/91/2894891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2894891_image3_1.jpg,Type3,126.8278865647,37.6009169989,6.0,20250418143546,2.0,,가나안국수,10440,41,281.0,FD,FD01,FD010100
경기도 고양시 일산동구 애니골길 54 (풍동),,31.0,A05,A0502,A05020100,2831563,39,20220803105028,http://tong.visitkorea.or.kr/cms/resource/54/2831554_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/54/2831554_image3_1.JPG,Type3,126.7921100429,37.6721941761,6.0,20250421133912,2.0,,가나안장어마을,10301,41,285.0,FD,FD01,FD010100
경기도 가평군 북면 목동리,산 1-1,31.0,A01,A0101,A01010400,125462,12,20030331090000,http://tong.visitkorea.or.kr/cms/resource/24/1900124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1900124_image3_1.jpg,Type3,127.6121190936,37.9405556371,6.0,20251120135219,1.0,,가덕산,12403,41,820.0,,NA01,NA010100
경기도 파주시 탄현면 헤이리마을길 59-52,,31.0,A05,A0502,A05020900,2846052,39,20220830150043,http://tong.visitkorea.or.kr/cms/resource/27/2846027_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/27/2846027_image3_1.JPG,Type3,126.6961266153,37.7897037711,6.0,20250728112948,27.0,,가드너스,10859,41,480.0,FD,FD05,FD050100
경기도 구리시 동구릉로460번길 114 (사노동),,31.0,A05,A0502,A05020900,2901496,39,20221108134213,http://tong.visitkorea.or.kr/cms/resource/91/2901491_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2901491_image3_1.jpg,Type3,127.1445094162,37.6379322725,6.0,20250430105211,6.0,,가드니아 제빵소 본점,11906,41,310.0,FD,FD03,FD030100
경기도 남양주시 강변북로632번길 57-28 (수석동),,,,,,798518,39,20090907191546,https://tong.visitkorea.or.kr/cms/resource/99/3568799_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/99/3568799_image3_1.jpg,Type3,127.17413422606715,37.58774484472282,6.0,20260417133837,,,가든갤러리,12268,41,360.0,FD,FD02,FD020300
경기도 파주시 소라지로327번길 126-21,(송촌동),31.0,B02,B0201,B02011600,2627867,32,20191021220426,,,,126.689194904,37.7547493903,,20241126104303,27.0,,가람나무,10863,41,480.0,AC,AC03,AC030200
경기도 남양주시 화도읍 북한강로1570번길 16,,,,,,3045767,28,20231122100649,https://tong.visitkorea.or.kr/cms/resource/53/3045753_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/53/3045753_image3_1.JPG,Type3,127.36800164257528,37.64767052809853,6.0,20260408150146,,,가람수상스키,12193,41,360.0,LS,LS02,LS021400
경기도 포천시 창수면 포천로2811번길 178,,31.0,A03,A0302,A03021700,2726655,28,20210722181010,http://tong.visitkorea.or.kr/cms/resource/22/2726922_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2726922_image3_1.jpg,Type3,127.1571618898,37.9931883432,6.0,20250805131336,29.0,,가래골농원캠핑장,11134,41,650.0,AC,AC05,AC050100
경기도 양주시 광적면 가납리 738-29,,31.0,A04,A0401,A04010200,2748296,38,20210924015015,http://tong.visitkorea.or.kr/cms/resource/71/2748271_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2748271_image2_1.jpg,Type3,126.9841492836,37.8238327341,6.0,20250620113641,18.0,,가래비시장(가납시장),,41,630.0,SH,SH06,SH060200
경기도 포천시 이동면 도평리,,31.0,A01,A0101,A01010400,125463,12,20030725090000,,,,127.4080179724,38.0450563404,6.0,20251204161652,29.0,,가리산(포천),11110,41,650.0,,NA01,NA010100
경기도 파주시 탄현면 새오리로 68,,31.0,A05,A0502,A05020100,2832447,39,20220804113402,http://tong.visitkorea.or.kr/cms/resource/46/2832446_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2832446_image3_1.jpg,Type3,126.6858608619,37.7906479225,6.0,20250725135942,27.0,,가림시골밥상,10858,41,480.0,FD,FD01,FD010100
경기도 양주시 장흥면 북한산로 1028,,31.0,A05,A0502,A05020100,2525533,39,20171226190132,,,,126.971289723,37.7135870113,6.0,20251110172223,18.0,,가마골백숙,11523,41,630.0,FD,FD01,FD010100
경기도 양주시 장흥면 권율로 265-30,,31.0,A05,A0502,A05020900,2855482,39,20220919164725,http://tong.visitkorea.or.kr/cms/resource/69/2855469_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2855469_image3_1.jpg,Type3,126.9518630226,37.7380227058,6.0,20250623112030,18.0,,가배,11519,41,630.0,FD,FD05,FD050100
경기도 포천시 산정호수로 849-130,,31.0,A05,A0502,A05020900,2922967,39,20221128093944,http://tong.visitkorea.or.kr/cms/resource/59/2922959_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2922959_image3_1.jpg,Type3,127.320463994,38.0747984765,6.0,20250117104307,29.0,,가비가배,11103,41,650.0,FD,FD05,FD050100
경기도 포천시 가산면 우금길 13-32,,31.0,A03,A0303,A03030500,2752670,28,20211005184038,http://tong.visitkorea.or.kr/cms/resource/15/2752815_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2752815_image2_1.jpg,Type3,127.2126089189,37.8253839198,6.0,20250819092635,29.0,,가산낚시터 (구 우금저수지),11166,41,650.0,LS,LS02,LS020500
경기도 고양시 일산서구 호수로856번길 8-9 (대화동),,31.0,A05,A0502,A05020100,2891928,39,20221031162731,http://tong.visitkorea.or.kr/cms/resource/13/2891913_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2891913_image3_1.jpg,Type3,126.748641831,37.6708852204,6.0,20250423132516,2.0,,가야밀면돼지국밥 일산본점,10383,41,287.0,FD,FD01,FD010100
경기도 파주시 적성면 감악산로 1473,,31.0,A05,A0502,A05020100,2875310,39,20221026095144,http://tong.visitkorea.or.kr/cms/resource/98/2875298_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2875298_image3_1.jpg,Type3,126.9207117917,37.9772303573,6.0,20250729111937,27.0,,가월리손두부,10802,41,480.0,FD,FD01,FD010100
경기도 남양주시 수동면 비룡로 1603,,31.0,A03,A0302,A03021700,2738718,28,20210901200909,http://tong.visitkorea.or.kr/cms/resource/41/2739041_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/41/2739041_image3_1.JPG,Type3,127.2736720245,37.7559681143,6.0,20250513155541,9.0,,가족쉼터,12024,41,360.0,AC,AC05,AC050100
경기도 고양시 일산동구 경의로 459-112 (정발산동),,31.0,A05,A0502,A05020300,2874859,39,20221025143419,http://tong.visitkorea.or.kr/cms/resource/57/2874857_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2874857_image3_1.jpg,Type3,126.7857412479,37.6698221165,6.0,20250422150400,2.0,,가츠잇,10406,41,285.0,FD,FD02,FD020200
경기도 가평군 북면 꽃넘이길 115-82,가둘기정원,,B02,B0201,B02010700,3102216,32,20240217153116,,,,127.5163456797,37.9003946501,6.0,20240731101125,,,가평 가둘기정원 키즈풀빌라 가족 스파 온수수영장 펜션,12405,41,820.0,AC,AC03,AC030100
경기도 가평군 장수로 156-20,,31.0,A03,A0302,A03021700,2909629,28,20221116103726,http://tong.visitkorea.or.kr/cms/resource/17/2909617_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/2909617_image3_1.JPG,Type3,127.5086546484,37.6176301595,6.0,20250410150900,1.0,,가평 네잎클로버 카라반 글램핑,12471,41,820.0,AC,AC05,AC050100
경기도 가평군 가평읍 장터길 14,,31.0,A03,A0302,A03022700,2361081,28,20160113005508,http://tong.visitkorea.or.kr/cms/resource/45/3096245_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3096245_image3_1.jpg,Type1,127.5158755988,37.8290223933,6.0,20251023144737,1.0,,가평 레일바이크,12419,41,820.0,LS,LS01,LS011900
경기도 가평군 상면 물골길 120,,31.0,A03,A0302,A03021700,2763412,28,20211027185741,http://tong.visitkorea.or.kr/cms/resource/30/2763630_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/2763630_image2_1.JPG,Type3,127.3143381914,37.8368094476,6.0,20250327112608,1.0,,가평 물골숲 계곡 캠핑장,12440,41,820.0,AC,AC05,AC050100
경기도 가평군 상면 한사간길 85-107,,31.0,A03,A0302,A03021700,2752045,28,20210930234246,http://tong.visitkorea.or.kr/cms/resource/69/2752069_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/2752069_image3_1.JPG,Type3,127.3584688745,37.7895490907,6.0,20250411184618,1.0,,가평 사과나무 캠핑장,12445,41,820.0,AC,AC05,AC050100
경기도 가평군 가평읍 용추로 238,,31.0,A02,A0203,A02030100,630461,12,20081001023346,http://tong.visitkorea.or.kr/cms/resource/21/3346921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3346921_image3_1.jpg,Type3,127.4877442849,37.8475697154,6.0,20250315122025,1.0,,가평 아홉마지기마을,12408,41,820.0,EX,EX03,EX030100
경기도 가평군 북면 백둔로 417-11,,31.0,A02,A0203,A02030100,129285,12,20061031090000,http://tong.visitkorea.or.kr/cms/resource/82/3475682_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/82/3475682_image3_1.JPG,Type3,127.4626644345,37.9014296489,6.0,20250409135746,1.0,,가평 연인산마을,12406,41,820.0,EX,EX03,EX030100
경기도 가평군 상면 연하리,226,31.0,A01,A0102,A01020100,1200950,12,20110210213947,http://tong.visitkorea.or.kr/cms/resource/41/3549541_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3549541_image3_1.jpg,Type3,127.348216767,37.7986533985,6.0,20251023143000,1.0,,가평 연하리향나무,12444,41,820.0,,NA03,NA030200
경기도 가평군 상면 축령로 70,,31.0,A02,A0203,A02030100,129407,12,20061213090000,http://tong.visitkorea.or.kr/cms/resource/27/3386227_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/27/3386227_image3_1.JPG,Type3,127.3645382139,37.7741593259,6.0,20250318190819,1.0,,가평 영양잣마을,12448,41,820.0,EX,EX03,EX030300
경기도 가평군 가평읍 장터2길 10,,31.0,A04,A0401,A04010200,132785,38,20070508090000,http://tong.visitkorea.or.kr/cms/resource/91/3510791_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3510791_image3_1.jpg,Type3,127.5147006795,37.8299194893,6.0,20250722104930,1.0,,가평 잣고을 전통시장,12419,41,820.0,SH,SH06,SH060200
경기도 가평군 북면 가화로 2369-19,,31.0,B02,B0201,B02010900,1979670,32,20141226184946,http://tong.visitkorea.or.kr/cms/resource/99/3574099_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3574099_image3_1.jpg,Type3,127.4766560979,37.9525433965,6.0,20251126143720,1.0,,가평 하이랜드,12401,41,820.0,AC,AC04,AC040100
경기도 가평군 조종면 현창로44번길 14,,,,,,132786,38,20070508090000,https://tong.visitkorea.or.kr/cms/resource/70/3522870_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/70/3522870_image3_1.jpg,Type3,127.348978957159,37.8196545786134,6.0,20260323095249,,,가평 현리5일장,12437,41,820.0,SH,SH06,SH060100
경기도 가평군 가평읍 호반로 2540,,31.0,A02,A0205,A02050200,1104176,12,20101006023757,http://tong.visitkorea.or.kr/cms/resource/18/3386018_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/18/3386018_image3_1.JPG,Type3,127.5157483134,37.8126354086,6.0,20250318191023,1.0,,가평 현충탑,12422,41,820.0,HS,HS02,HS020100
경기도 가평군 조종면 명지산로 523,,31.0,A03,A0302,A03021700,2747505,28,20210923191833,http://tong.visitkorea.or.kr/cms/resource/69/2797269_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2797269_image3_1.jpg,Type3,127.3845295262,37.9141267293,6.0,20250411181110,1.0,,가평 황정민키즈글램핑,12431,41,820.0,AC,AC05,AC050400
경기도 가평군 가평읍 자라섬로 60,,31.0,A02,A0207,A02070200,3490945,15,20250514164453,http://tong.visitkorea.or.kr/cms/resource/17/3493917_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3493917_image3_1.jpg,Type3,127.5208753809,37.8209234278,6.0,20250528105729,1.0,070-8233-0333,가평군 반려동물 문화행사 활짝펫,12421,41,820.0,EV,EV01,EV010600
경기도 가평군 가평읍 중앙로 10,,,,,,3077222,12,20231024103926,https://tong.visitkorea.or.kr/cms/resource/10/3520210_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/3520210_image3_1.jpg,Type1,127.513257916364,37.8263840497731,6.0,20260319162647,,,가평군어린이음악놀이터,12420,41,820.0,EX,EX07,EX070200
경기도 가평군 가평읍 대곡리,563-2,31.0,A03,A0302,A03021700,2909594,28,20221116102705,http://tong.visitkorea.or.kr/cms/resource/70/2909570_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/2909570_image3_1.JPG,Type3,127.4903197575,37.8234531252,6.0,20250108151106,1.0,,가평글램핑 사그막끝마을,12416,41,820.0,AC,AC05,AC050100
경기도 가평군 설악면 유명로 1818-13,,31.0,A05,A0502,A05020100,2781442,39,20211126185720,http://tong.visitkorea.or.kr/cms/resource/94/2781694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2781694_image2_1.jpg,Type3,127.4727422665,37.6781252532,6.0,20250415164114,1.0,,가평냉면 부손 설악본점,12466,41,820.0,FD,FD01,FD010100
경기도 가평군 상면 수목원로 123,,31.0,A05,A0502,A05020900,2774105,39,20211112220012,http://tong.visitkorea.or.kr/cms/resource/18/2774118_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/18/2774118_image3_1.jpeg,Type3,127.3644412231,37.7664879947,6.0,20250415163904,1.0,,가평달맞이빵,12448,41,820.0,FD,FD05,FD050100
경기도 가평군 상면 수목원로 40,,31.0,A03,A0302,A03020600,2763770,28,20211027231527,http://tong.visitkorea.or.kr/cms/resource/04/2764004_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2764004_image2_1.jpg,Type3,127.3704739088,37.7698654898,6.0,20250626135502,1.0,,가평레저카트장,12447,41,820.0,LS,LS01,LS010300
경기도 가평군 상면 임초밤안골로 207,,31.0,A03,A0302,A03021700,2792265,28,20211211023540,http://tong.visitkorea.or.kr/cms/resource/75/2800075_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/75/2800075_image3_1.JPG,Type3,127.3680913236,37.7516009037,6.0,20250414165748,1.0,,가평무릉도원캠핑장,12447,41,820.0,AC,AC05,AC050100
경기도 가평군 가평읍 문화로 131,,31.0,A02,A0206,A02060600,130220,14,20060608090000,http://tong.visitkorea.or.kr/cms/resource/34/1589034_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1589034_image3_1.jpg,Type3,127.5085736093,37.8248171919,6.0,20251205152825,1.0,,가평문화예술회관,12416,41,820.0,VE,VE06,VE060100
경기도 가평군 가평읍 문화로 121,,31.0,A02,A0206,A02060700,129877,14,20071106103359,http://tong.visitkorea.or.kr/cms/resource/94/3475694_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/94/3475694_image3_1.JPG,Type3,127.5086764052,37.823906189,6.0,20250731155629,1.0,,가평문화원,12416,41,820.0,VE,VE09,VE090100
경기도 가평군 가화로 1364-59,,31.0,B02,B0201,B02010700,2814152,32,20220318103837,http://tong.visitkorea.or.kr/cms/resource/11/2811411_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2811411_image2_1.jpg,Type3,127.5134792182,37.902313818,6.0,20250122161537,1.0,,가평미라몬티풀빌라펜션,12405,41,820.0,AC,AC03,AC030100
경기도 가평군 설악면 미사리로270번길 28,,,,,,3512952,12,20250724180807,https://tong.visitkorea.or.kr/cms/resource/73/3512773_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/3512773_image3_1.jpg,Type3,127.524729907459,37.6846531640473,6.0,20260311100340,,,가평베고니아새정원,12461,41,820.0,,NA04,NA040700
경기도 가평군 상면 둔덕말길 232,,,,,,131810,28,20041013090000,https://tong.visitkorea.or.kr/cms/resource/20/4002720_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/20/4002720_image3_1.JPG,Type3,127.305446420872,37.7971307979864,6.0,20260317101258,,,가평베네스트 골프클럽,12443,41,820.0,LS,LS01,LS010400
경기도 가평군 설악면 방일리,355,31.0,A02,A0201,A02010700,1201082,12,20110210225513,http://tong.visitkorea.or.kr/cms/resource/57/3381857_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/57/3381857_image3_1.JPG,Type3,127.4915450327,37.6196823854,6.0,20250318191243,1.0,,가평별묘,12472,41,820.0,HS,HS01,HS010800
경기도 가평군 상면 청군로 261,,31.0,A03,A0302,A03021700,2726686,28,20210722221412,http://tong.visitkorea.or.kr/cms/resource/58/2726858_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/2726858_image2_1.JPG,Type3,127.4067210642,37.7541346509,6.0,20250410113352,1.0,,가평별빛누리글램핑,12446,41,820.0,AC,AC05,AC050400
경기도 가평군 설악면 한서로 421-259,,31.0,A03,A0302,A03021700,2726702,28,20210722225638,http://tong.visitkorea.or.kr/cms/resource/36/2726836_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2726836_image3_1.jpg,Type3,127.537292213,37.6691913675,6.0,20250410131343,1.0,,가평보리산캠핑장,12463,41,820.0,AC,AC05,AC050100
경기도 가평군 북면 가화로 988,,31.0,A03,A0302,A03021700,2747467,28,20210923183456,http://tong.visitkorea.or.kr/cms/resource/82/2747982_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/82/2747982_image2_1.JPG,Type3,127.5486293388,37.8837194109,6.0,20250411171647,1.0,,가평사계절캠핑장,12403,41,820.0,AC,AC05,AC050100
경기도 가평군 설악면 봉미산안길 190-27,,31.0,A03,A0302,A03021700,2740086,28,20210906200732,http://tong.visitkorea.or.kr/cms/resource/38/2740238_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/38/2740238_image2_1.JPG,Type3,127.5391213631,37.6163308714,6.0,20250626130857,1.0,,가평설악 하늘계곡 캠핑장,12471,41,820.0,AC,AC05,AC050100
경기도 가평군 상면 청군로 1579-14,,31.0,A03,A0302,A03021700,2763418,28,20211027185812,http://tong.visitkorea.or.kr/cms/resource/51/2797351_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2797351_image2_1.jpg,Type3,127.3213767529,37.8259775043,6.0,20250414155329,1.0,,가평썬캠핑,12442,41,820.0,AC,AC05,AC050100
경기도 가평군 설악면 유명로 1209,,31.0,A05,A0502,A05020900,2724858,39,20210708180335,http://tong.visitkorea.or.kr/cms/resource/92/2723992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2723992_image3_1.jpg,Type3,127.4737542806,37.6438875816,6.0,20250415165724,1.0,,가평양떼목장카페,12469,41,820.0,FD,FD05,FD050100
경기도 가평군 가평읍 달전리,627-1,,,,,3018553,28,20231006153614,https://tong.visitkorea.or.kr/cms/resource/05/3002105_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/05/3002105_image3_1.JPG,Type3,127.5083,37.815,6.0,20260422135833,,,가평역레져,12422,41,820.0,LS,LS01,LS011500
경기도 가평군 가평읍 광장로 5,,,,,,1214552,39,20110223230336,,,,127.511223891089,37.8262101837755,6.0,20260122163000,,,가평장원추어탕,12416,41,820.0,FD,FD01,FD010100
경기도 가평군 가평읍 문화로 291-25,,31.0,A03,A0302,A03021700,2740097,28,20210906201426,http://tong.visitkorea.or.kr/cms/resource/92/2797392_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2797392_image2_1.jpg,Type3,127.5043235876,37.8387627132,6.0,20250411141413,1.0,,가평카라반캠핑농원,12414,41,820.0,AC,AC05,AC050300
경기도 가평군 상면 축령로 109,,,,,,3083766,39,20231024104837,https://tong.visitkorea.or.kr/cms/resource/44/3083744_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/44/3083744_image3_1.JPG,Type3,127.36007330767164,37.77466508920391,6.0,20260421112651,,,가평카페109,12448,41,820.0,FD,FD05,FD050100
경기도 가평군 조종면 연인산로474번길 91-27,,31.0,A03,A0302,A03021700,2726710,28,20210722233251,http://tong.visitkorea.or.kr/cms/resource/32/2727132_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2727132_image2_1.jpg,Type3,127.3850898109,37.8456819339,6.0,20250410132052,1.0,,가평캠핑스마일,12433,41,820.0,AC,AC05,AC050100
경기도 가평군 설악면 미사리로 267-19,,,,,,3539194,12,20250917103757,https://tong.visitkorea.or.kr/cms/resource/28/3539128_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/28/3539128_image3_1.jpg,Type3,127.51899428972771,37.69001654914845,6.0,20260409133004,,,가평크루즈,12461,41,820.0,EX,EX07,EX070100
경기도 가평군 가평읍 북한강변로 1044-15,,,,,,3006200,28,20230901115810,https://tong.visitkorea.or.kr/cms/resource/36/3001836_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/36/3001836_image3_1.JPG,Type3,127.525961,37.805921,6.0,20260506132937,,,가평탑랜드(KTOPLAND),12422,41,820.0,LS,LS01,LS011800
경기도 가평군 가평읍 상지로 705-38,,31.0,A03,A0302,A03021700,2798624,28,20211215213733,http://tong.visitkorea.or.kr/cms/resource/32/2798732_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2798732_image3_1.jpg,Type3,127.4964712723,37.7525337095,6.0,20250414171046,1.0,,가평포레스트카라반랜드,12429,41,820.0,AC,AC05,AC050300
경기도 가평군 청평면 호명리길 151,,31.0,B02,B0201,B02010700,3532761,32,20250908143030,,,,127.4671885431,37.7279721369,6.0,20251023143000,1.0,,가평풀빌라스테이청평,12455,41,820.0,AC,AC03,AC030100
경기도 가평군 가평읍 문화로 131,,,,,,1283850,12,20110520231515,https://tong.visitkorea.or.kr/cms/resource/10/3510910_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/3510910_image3_1.jpg,Type3,127.5058,37.8265,6.0,20260312141159,,,가평학도의용대 참전비,12416,41,820.0,HS,HS02,HS020100
경기도 가평군 가평읍 향교로 23-1,,,,,,921096,12,20100113183142,https://tong.visitkorea.or.kr/cms/resource/82/3520182_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/82/3520182_image3_1.jpg,Type1,127.50775905008138,37.82996123545063,6.0,20260319173823,,,가평향교,12417,41,820.0,HS,HS01,HS010900
경기도 가평군 설악면 장수로79번길 63-18,,31.0,A03,A0302,A03021700,2740118,28,20210906213526,http://tong.visitkorea.or.kr/cms/resource/47/2740247_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/47/2740247_image3_1.JPG,Type3,127.5102603464,37.6077202286,6.0,20250116145809,1.0,,가평황토은글램핑,12474,41,820.0,AC,AC05,AC050400
경기도 포천시 이동면 금강로 6439,,31.0,A03,A0302,A03021700,2726713,28,20210722234241,http://tong.visitkorea.or.kr/cms/resource/43/2727043_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2727043_image3_1.jpg,Type3,127.3943453775,38.0999635673,6.0,20250805132710,29.0,,각흘계곡캠핑장,11110,41,650.0,AC,AC05,AC050100
경기도 파주시 탄현면 방촌로 1196,,31.0,A05,A0502,A05020700,2735333,39,20210819234000,http://tong.visitkorea.or.kr/cms/resource/87/2735287_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2735287_image2_1.jpg,Type3,126.7457124396,37.8355604177,6.0,20250523095008,27.0,,갈릴리농원 본관,10857,41,480.0,FD,FD02,FD020400
경기도 구리시 갈매길 18,,31.0,A05,A0502,A05020100,2850392,39,20220906161435,http://tong.visitkorea.or.kr/cms/resource/82/2850382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2850382_image3_1.jpg,Type3,127.1071216167,37.6218501328,6.0,20250113145811,6.0,,갈매골순두부,11903,41,310.0,FD,FD01,FD010100
경기도 구리시 산마루로 106 (갈매동),,31.0,A02,A0203,A02030400,3447845,12,20241217170141,http://tong.visitkorea.or.kr/cms/resource/21/3448621_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3448621_image3_1.jpg,Type1,127.1238754676,37.6280830442,6.0,20250731155316,6.0,,갈매구릉산자락길,11902,41,310.0,VE,VE12,VE120300
경기도 구리시 산마루로 41 (갈매동),,,,,,3007381,12,20230905142819,https://tong.visitkorea.or.kr/cms/resource/84/3443684_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/84/3443684_image3_1.jpg,Type1,127.11856697910018,37.63111070332097,6.0,20260429174129,,,갈매중앙공원,11901,41,310.0,VE,VE03,VE030400
경기도 포천시 이동면 화동로 2065-1,,31.0,A05,A0502,A05020100,2826592,39,20220705161727,,,,127.3663804919,38.032223736,6.0,20251215175839,29.0,,갈비1987,11111,41,650.0,FD,FD01,FD010100
경기도 포천시 소흘읍 광릉수목원로 1189,,31.0,A05,A0502,A05020100,2853490,39,20220914155050,http://tong.visitkorea.or.kr/cms/resource/85/2853485_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2853485_image3_1.jpg,Type3,127.1161552032,37.778062677,6.0,20250806110637,29.0,,갈비생각 광릉수목원본점,11184,41,650.0,FD,FD01,FD010100
경기도 포천시 소흘읍 솔모루로58번길 4-1,,31.0,A05,A0502,A05020100,2854711,39,20220916131145,http://tong.visitkorea.or.kr/cms/resource/03/2854703_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2854703_image3_1.jpg,Type3,127.1451122602,37.8269519529,6.0,20250806131306,29.0,,갈비장터,11179,41,650.0,FD,FD01,FD010100
경기도 고양시 덕양구 용두로 57 (용두동),,31.0,A05,A0502,A05020100,2873395,39,20221024150659,http://tong.visitkorea.or.kr/cms/resource/57/2873357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2873357_image3_1.jpg,Type3,126.8879026871,37.6229377314,6.0,20250421175716,2.0,,갈현냉면집,10549,41,281.0,FD,FD01,FD010100
경기도 남양주시 조안면 다산로747번길 45,,31.0,A05,A0502,A05020100,133832,39,20040220090000,,,,127.3029706666,37.5175657918,6.0,20250404132937,9.0,,감나무집,12283,41,360.0,FD,FD01,FD010100
경기 파주시 적성면 설마천로 238,,,,,,2569511,12,20181125013058,https://tong.visitkorea.or.kr/cms/resource/73/3494673_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/3494673_image3_1.jpg,Type3,126.947116,37.937772,6.0,20260309093631,,,감악산 출렁다리,10805,41,480.0,VE,VE01,VE010300
